date,year,month,month_name,market,region,market_type,lat,lon,commodity,unit,price_zmw_kg,volume_kg,quality,season,rainfall_index,inflation_index,price_trend,pct_change_mom,price_lag1,price_lag2,price_lag3,rolling_avg_3m,fra_active,shock_event,source,verified
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Groundnuts,ZMW/kg,9.2,993,Grade A,Early Harvest,0.86,1.173,stable,0.33,9.17,10.15,10.0,9.51,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Rice,ZMW/kg,9.35,1255,Grade B,Early Harvest,1.14,1.173,stable,-0.21,9.37,9.27,9.24,9.33,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Soybeans,ZMW/kg,5.72,1702,Grade B,Early Harvest,0.92,1.173,stable,2.14,5.6,6.23,6.14,5.85,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Sweet Potatoes,ZMW/kg,2.57,935,Grade A,Early Harvest,0.84,1.173,down,-23.51,3.36,3.92,4.6,3.28,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Cassava,ZMW/kg,2.04,1343,Grade C,Early Harvest,1.11,1.173,stable,-1.92,2.08,2.23,2.31,2.12,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Onions,ZMW/kg,4.39,1423,Grade C,Early Harvest,1.15,1.173,down,-28.96,6.18,7.26,7.26,5.94,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Livingstone,Southern,urban,-17.8617,25.858,Cabbage,ZMW/kg,2.5,1477,Grade B,Early Harvest,1.15,1.173,down,-15.82,2.97,3.38,2.93,2.95,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Maize,ZMW/kg,2.33,3468,Grade A,Early Harvest,1.12,1.173,down,-21.28,2.96,3.09,3.3,2.79,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Tomatoes,ZMW/kg,4.73,924,Grade A,Early Harvest,1.02,1.173,down,-9.04,5.2,6.07,7.54,5.33,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Beans,ZMW/kg,8.09,1258,Grade A,Early Harvest,0.75,1.173,stable,-1.46,8.21,9.54,9.25,8.61,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Groundnuts,ZMW/kg,10.01,1166,Grade A,Early Harvest,0.86,1.173,down,-5.03,10.54,11.42,11.22,10.66,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Rice,ZMW/kg,10.72,2406,Grade B,Early Harvest,0.79,1.173,stable,0.47,10.67,11.01,11.17,10.8,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Soybeans,ZMW/kg,5.95,1017,Grade A,Early Harvest,1.01,1.173,down,-11.72,6.74,6.79,7.47,6.49,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Sweet Potatoes,ZMW/kg,2.76,1470,Grade A,Early Harvest,0.95,1.173,down,-24.38,3.65,3.97,4.62,3.46,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Cassava,ZMW/kg,1.68,2934,Grade A,Early Harvest,1.09,1.173,down,-6.67,1.8,1.92,1.92,1.8,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Onions,ZMW/kg,5.4,612,Grade B,Early Harvest,1.1,1.173,down,-10.15,6.01,8.19,7.76,6.53,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Mongu,Western,remote,-15.255,23.1267,Cabbage,ZMW/kg,2.64,1013,Grade B,Early Harvest,0.88,1.173,down,-8.97,2.9,3.68,3.85,3.07,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Maize,ZMW/kg,2.3,3391,Grade C,Early Harvest,0.95,1.173,down,-17.27,2.78,2.94,3.24,2.67,1,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Tomatoes,ZMW/kg,4.86,1615,Grade A,Early Harvest,0.86,1.173,down,-6.0,5.17,6.72,7.08,5.58,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Beans,ZMW/kg,6.97,2825,Grade A,Early Harvest,0.98,1.173,stable,-2.38,7.14,7.71,7.55,7.27,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Groundnuts,ZMW/kg,8.15,2298,Grade B,Early Harvest,0.84,1.173,down,-5.67,8.64,9.5,9.45,8.76,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Rice,ZMW/kg,11.3,976,Grade A,Early Harvest,1.05,1.173,up,12.1,10.08,10.03,10.33,10.47,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Soybeans,ZMW/kg,5.15,1805,Grade B,Early Harvest,1.02,1.173,down,-10.43,5.75,6.16,6.95,5.69,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Sweet Potatoes,ZMW/kg,2.66,1700,Grade B,Early Harvest,1.03,1.173,down,-5.0,2.8,3.26,3.77,2.91,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Cassava,ZMW/kg,1.65,2768,Grade A,Early Harvest,0.93,1.173,stable,0.0,1.65,1.78,1.81,1.69,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Onions,ZMW/kg,5.1,744,Grade A,Early Harvest,0.96,1.173,down,-23.88,6.7,6.57,7.77,6.12,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-05-01,2020,5,May,Kasama,Northern,rural,-10.2167,31.1833,Cabbage,ZMW/kg,2.43,1011,Grade B,Early Harvest,0.93,1.173,down,-21.1,3.08,2.96,3.79,2.82,0,COVID-19 supply chain disruption,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Maize,ZMW/kg,1.95,11145,Grade A,Post-Harvest,0.87,1.187,down,-14.85,2.29,2.67,2.97,2.3,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Tomatoes,ZMW/kg,3.24,4310,Grade B,Post-Harvest,0.91,1.187,down,-27.84,4.49,4.47,6.1,4.07,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Beans,ZMW/kg,6.69,2874,Grade A,Post-Harvest,1.05,1.187,down,-9.72,7.41,8.32,7.99,7.47,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Groundnuts,ZMW/kg,8.12,2315,Grade B,Post-Harvest,1.26,1.187,down,-7.09,8.74,9.88,10.47,8.91,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Rice,ZMW/kg,9.22,3367,Grade C,Post-Harvest,0.95,1.187,stable,-1.91,9.4,9.19,9.38,9.27,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Soybeans,ZMW/kg,5.19,4625,Grade C,Post-Harvest,0.92,1.187,down,-9.74,5.75,6.01,6.1,5.65,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Sweet Potatoes,ZMW/kg,2.6,2117,Grade A,Post-Harvest,1.27,1.187,down,-9.09,2.86,3.55,3.91,3.0,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Cassava,ZMW/kg,2.0,2337,Grade A,Post-Harvest,1.03,1.187,down,-13.04,2.3,2.04,2.32,2.11,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Onions,ZMW/kg,4.31,3212,Grade A,Post-Harvest,0.79,1.187,down,-8.3,4.7,5.83,6.78,4.95,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Lusaka,Lusaka,urban,-15.4167,28.2833,Cabbage,ZMW/kg,1.93,3015,Grade C,Post-Harvest,0.89,1.187,down,-23.41,2.52,2.89,3.19,2.45,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Maize,ZMW/kg,1.94,4855,Grade A,Post-Harvest,0.91,1.187,down,-9.77,2.15,2.69,2.84,2.26,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Tomatoes,ZMW/kg,3.55,2057,Grade A,Post-Harvest,1.06,1.187,down,-12.13,4.04,4.66,4.58,4.08,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Beans,ZMW/kg,6.45,1722,Grade A,Post-Harvest,1.07,1.187,down,-9.41,7.12,7.39,8.05,6.99,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Groundnuts,ZMW/kg,8.51,1020,Grade B,Post-Harvest,1.28,1.187,down,-8.69,9.32,9.23,10.0,9.02,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Rice,ZMW/kg,8.75,1527,Grade A,Post-Harvest,0.97,1.187,down,-7.6,9.47,9.05,9.0,9.09,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Soybeans,ZMW/kg,4.89,2787,Grade A,Post-Harvest,1.04,1.187,down,-8.6,5.35,5.67,5.8,5.3,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Sweet Potatoes,ZMW/kg,2.23,1429,Grade B,Post-Harvest,1.08,1.187,down,-12.55,2.55,3.42,3.83,2.73,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Cassava,ZMW/kg,1.83,1210,Grade A,Post-Harvest,1.04,1.187,down,-8.5,2.0,2.15,2.18,1.99,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Onions,ZMW/kg,4.02,1774,Grade B,Post-Harvest,0.89,1.187,down,-22.39,5.18,5.9,6.6,5.03,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kabwe,Central,urban,-14.4469,28.4464,Cabbage,ZMW/kg,1.78,2090,Grade C,Post-Harvest,0.91,1.187,down,-17.97,2.17,3.03,3.0,2.33,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Maize,ZMW/kg,1.92,7956,Grade B,Post-Harvest,0.99,1.187,down,-11.93,2.18,2.72,2.8,2.27,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Tomatoes,ZMW/kg,3.8,2885,Grade B,Post-Harvest,1.2,1.187,down,-9.74,4.21,4.29,5.4,4.1,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Beans,ZMW/kg,7.27,2203,Grade A,Post-Harvest,0.91,1.187,down,-8.55,7.95,7.9,8.32,7.71,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Groundnuts,ZMW/kg,8.92,2133,Grade A,Post-Harvest,1.08,1.187,down,-5.51,9.44,9.46,10.03,9.27,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Rice,ZMW/kg,9.27,1817,Grade A,Post-Harvest,1.02,1.187,down,-5.7,9.83,9.51,9.18,9.54,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Soybeans,ZMW/kg,5.16,3998,Grade B,Post-Harvest,0.99,1.187,down,-6.35,5.51,6.08,6.33,5.58,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Sweet Potatoes,ZMW/kg,2.43,1870,Grade B,Post-Harvest,0.98,1.187,down,-22.86,3.15,3.32,3.6,2.97,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Cassava,ZMW/kg,1.89,1968,Grade A,Post-Harvest,1.13,1.187,down,-12.9,2.17,2.17,2.37,2.08,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Onions,ZMW/kg,3.87,2873,Grade B,Post-Harvest,1.23,1.187,down,-14.38,4.52,5.41,6.95,4.6,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Ndola,Copperbelt,urban,-12.9587,28.6366,Cabbage,ZMW/kg,1.77,3078,Grade A,Post-Harvest,0.92,1.187,down,-29.76,2.52,2.53,3.12,2.27,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Maize,ZMW/kg,1.97,6596,Grade B,Post-Harvest,0.98,1.187,down,-16.88,2.37,2.79,2.93,2.38,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Tomatoes,ZMW/kg,3.3,2237,Grade A,Post-Harvest,1.06,1.187,down,-25.51,4.43,4.58,5.85,4.1,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Beans,ZMW/kg,7.23,2257,Grade A,Post-Harvest,1.15,1.187,stable,-0.96,7.3,7.36,8.68,7.3,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Groundnuts,ZMW/kg,7.62,1167,Grade A,Post-Harvest,1.14,1.187,down,-15.24,8.99,9.16,9.96,8.59,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Rice,ZMW/kg,8.94,1685,Grade A,Post-Harvest,0.89,1.187,down,-7.07,9.62,9.38,9.61,9.31,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Soybeans,ZMW/kg,4.86,3569,Grade C,Post-Harvest,0.88,1.187,down,-8.3,5.3,5.48,6.33,5.21,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Sweet Potatoes,ZMW/kg,2.51,1913,Grade A,Post-Harvest,1.01,1.187,down,-14.63,2.94,3.51,3.69,2.99,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Cassava,ZMW/kg,2.0,1939,Grade A,Post-Harvest,0.99,1.187,down,-10.71,2.24,2.23,2.27,2.16,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Onions,ZMW/kg,3.95,1839,Grade A,Post-Harvest,1.08,1.187,down,-25.05,5.27,5.76,7.11,4.99,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kitwe,Copperbelt,urban,-12.8024,28.2132,Cabbage,ZMW/kg,1.91,1725,Grade A,Post-Harvest,1.08,1.187,down,-13.96,2.22,2.72,3.09,2.28,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Maize,ZMW/kg,1.73,6374,Grade A,Post-Harvest,1.0,1.187,down,-11.28,1.95,2.3,2.57,1.99,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Tomatoes,ZMW/kg,2.5,3230,Grade A,Post-Harvest,1.06,1.187,down,-26.9,3.42,3.56,4.02,3.16,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Beans,ZMW/kg,6.02,2837,Grade A,Post-Harvest,0.97,1.187,down,-3.53,6.24,6.7,6.92,6.32,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Groundnuts,ZMW/kg,7.38,2594,Grade C,Post-Harvest,1.05,1.187,down,-5.26,7.79,8.1,9.12,7.76,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Rice,ZMW/kg,8.74,1410,Grade A,Post-Harvest,1.11,1.187,down,-4.27,9.13,9.02,9.16,8.96,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Soybeans,ZMW/kg,4.36,4492,Grade B,Post-Harvest,0.91,1.187,down,-12.1,4.96,5.36,5.6,4.89,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Sweet Potatoes,ZMW/kg,1.94,2267,Grade B,Post-Harvest,0.85,1.187,down,-16.38,2.32,2.79,3.45,2.35,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Cassava,ZMW/kg,1.5,1679,Grade A,Post-Harvest,1.14,1.187,down,-12.28,1.71,1.64,1.79,1.62,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Onions,ZMW/kg,3.43,1317,Grade A,Post-Harvest,1.06,1.187,down,-30.43,4.93,5.78,5.85,4.71,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Chipata,Eastern,rural,-13.6333,32.65,Cabbage,ZMW/kg,1.67,2524,Grade A,Post-Harvest,1.11,1.187,down,-23.39,2.18,2.44,2.56,2.1,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Maize,ZMW/kg,1.8,4987,Grade B,Post-Harvest,0.86,1.187,down,-17.05,2.17,2.59,2.84,2.19,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Tomatoes,ZMW/kg,3.73,2507,Grade A,Post-Harvest,1.17,1.187,down,-17.84,4.54,4.4,5.68,4.22,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Beans,ZMW/kg,7.18,1295,Grade A,Post-Harvest,0.99,1.187,down,-3.62,7.45,7.32,7.91,7.32,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Groundnuts,ZMW/kg,8.08,1125,Grade C,Post-Harvest,1.04,1.187,down,-12.17,9.2,9.17,10.15,8.82,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Rice,ZMW/kg,8.89,1481,Grade A,Post-Harvest,1.12,1.187,down,-4.92,9.35,9.37,9.27,9.2,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Soybeans,ZMW/kg,5.0,2080,Grade C,Post-Harvest,1.03,1.187,down,-12.59,5.72,5.6,6.23,5.44,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Sweet Potatoes,ZMW/kg,2.73,1266,Grade B,Post-Harvest,1.01,1.187,up,6.23,2.57,3.36,3.92,2.89,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Cassava,ZMW/kg,1.83,1242,Grade B,Post-Harvest,0.98,1.187,down,-10.29,2.04,2.08,2.23,1.98,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Onions,ZMW/kg,4.04,1369,Grade C,Post-Harvest,1.02,1.187,down,-7.97,4.39,6.18,7.26,4.87,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Livingstone,Southern,urban,-17.8617,25.858,Cabbage,ZMW/kg,1.9,1886,Grade A,Post-Harvest,0.9,1.187,down,-24.0,2.5,2.97,3.38,2.46,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Maize,ZMW/kg,2.09,3620,Grade A,Post-Harvest,0.84,1.187,down,-10.3,2.33,2.96,3.09,2.46,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Tomatoes,ZMW/kg,4.16,825,Grade A,Post-Harvest,0.85,1.187,down,-12.05,4.73,5.2,6.07,4.7,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Beans,ZMW/kg,7.31,1081,Grade A,Post-Harvest,1.09,1.187,down,-9.64,8.09,8.21,9.54,7.87,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Groundnuts,ZMW/kg,9.11,1500,Grade A,Post-Harvest,0.89,1.187,down,-8.99,10.01,10.54,11.42,9.89,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Rice,ZMW/kg,10.59,2336,Grade A,Post-Harvest,1.0,1.187,stable,-1.21,10.72,10.67,11.01,10.66,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Soybeans,ZMW/kg,5.62,793,Grade C,Post-Harvest,1.17,1.187,down,-5.55,5.95,6.74,6.79,6.1,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Sweet Potatoes,ZMW/kg,2.47,1248,Grade A,Post-Harvest,0.95,1.187,down,-10.51,2.76,3.65,3.97,2.96,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Cassava,ZMW/kg,1.5,3709,Grade B,Post-Harvest,1.0,1.187,down,-10.71,1.68,1.8,1.92,1.66,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Onions,ZMW/kg,4.93,639,Grade A,Post-Harvest,1.12,1.187,down,-8.7,5.4,6.01,8.19,5.45,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Mongu,Western,remote,-15.255,23.1267,Cabbage,ZMW/kg,1.97,710,Grade B,Post-Harvest,1.02,1.187,down,-25.38,2.64,2.9,3.68,2.5,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kasama,Northern,rural,-10.2167,31.1833,Maize,ZMW/kg,2.08,3968,Grade C,Post-Harvest,0.91,1.187,down,-9.57,2.3,2.78,2.94,2.39,1,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kasama,Northern,rural,-10.2167,31.1833,Tomatoes,ZMW/kg,3.74,1584,Grade B,Post-Harvest,0.92,1.187,down,-23.05,4.86,5.17,6.72,4.59,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kasama,Northern,rural,-10.2167,31.1833,Beans,ZMW/kg,5.41,2255,Grade A,Post-Harvest,0.94,1.187,down,-22.38,6.97,7.14,7.71,6.51,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kasama,Northern,rural,-10.2167,31.1833,Groundnuts,ZMW/kg,7.57,1618,Grade A,Post-Harvest,1.04,1.187,down,-7.12,8.15,8.64,9.5,8.12,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
2020-06-01,2020,6,June,Kasama,Northern,rural,-10.2167,31.1833,Rice,ZMW/kg,10.12,1408,Grade B,Post-Harvest,1.13,1.187,down,-10.44,11.3,10.08,10.03,10.5,0,none,FarmConnect/FEWS-NET/CSO-Zambia,1
